13	747	1	10	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	4.1000	92.2500	92.2500	2022-06-18 00:00:00.000
13	747	2	20	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	3.5000	87.5000	87.5000	2022-06-18 00:00:00.000
13	747	3	30	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	1.0000	14.5000	14.5000	2022-06-18 00:00:00.000
13	747	4	40	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	2.0000	31.5000	31.5000	2022-06-18 00:00:00.000
13	747	6	50	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	3.0000	36.7500	36.7500	2022-06-18 00:00:00.000
13	747	7	60	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	4.0000	49.0000	49.0000	2022-06-18 00:00:00.000
14	748	1	10	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	4.1000	92.2500	92.2500	2022-06-18 00:00:00.000
14	748	2	20	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	3.5000	87.5000	87.5000	2022-06-18 00:00:00.000
14	748	3	30	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	1.0000	14.5000	14.5000	2022-06-18 00:00:00.000
14	748	5	45	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	2.0000	36.0000	36.0000	2022-06-18 00:00:00.000
14	748	6	50	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	3.0000	36.7500	36.7500	2022-06-18 00:00:00.000
14	748	7	60	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	4.0000	49.0000	49.0000	2022-06-18 00:00:00.000
15	749	7	60	2022-06-02 00:00:00.000	2022-06-13 00:00:00.000	2022-06-02 00:00:00.000	2022-06-18 00:00:00.000	4.0000	49.0000	49.0000	2022-06-18 00:00:00.000
