1	1	2022-04-29 00:00:00.000	4	1	50.2600	201.0400	3.00	.00	3.00	2022-04-22 00:00:00.000
2	2	2022-04-29 00:00:00.000	3	359	45.1200	135.3600	3.00	.00	3.00	2022-04-22 00:00:00.000
2	3	2022-04-29 00:00:00.000	3	360	45.5805	136.7415	3.00	.00	3.00	2022-04-22 00:00:00.000
3	4	2022-04-29 00:00:00.000	550	530	16.0860	8847.3000	550.00	.00	550.00	2022-04-22 00:00:00.000
4	5	2022-04-29 00:00:00.000	3	4	57.0255	171.0765	2.00	1.00	1.00	2022-04-22 00:00:00.000
5	6	2022-05-13 00:00:00.000	550	512	37.0860	20397.3000	550.00	.00	550.00	2022-05-06 00:00:00.000
6	7	2022-05-13 00:00:00.000	550	513	26.5965	14628.0750	468.00	.00	468.00	2022-05-06 00:00:00.000
7	8	2022-05-13 00:00:00.000	550	317	27.0585	14882.1750	550.00	.00	550.00	2022-05-06 00:00:00.000
7	9	2022-05-13 00:00:00.000	550	318	33.5790	18468.4500	550.00	.00	550.00	2022-05-06 00:00:00.000
7	10	2022-05-13 00:00:00.000	550	319	46.0635	25334.9250	550.00	.00	550.00	2022-05-06 00:00:00.000
8	11	2022-05-13 00:00:00.000	3	403	47.4705	142.4115	3.00	.00	3.00	2022-05-06 00:00:00.000
8	12	2022-05-13 00:00:00.000	3	404	45.3705	136.1115	3.00	.00	3.00	2022-05-06 00:00:00.000
8	13	2022-05-13 00:00:00.000	3	405	49.6440	148.9320	3.00	.00	3.00	2022-05-06 00:00:00.000
8	14	2022-05-13 00:00:00.000	3	406	45.3705	136.1115	3.00	.00	3.00	2022-05-06 00:00:00.000
8	15	2022-05-13 00:00:00.000	3	407	43.2705	129.8115	3.00	.00	3.00	2022-05-06 00:00:00.000
9	16	2022-12-27 00:00:00.000	3	422	47.5230	142.5690	3.00	.00	3.00	2022-12-20 00:00:00.000
9	17	2022-12-27 00:00:00.000	3	423	45.4230	136.2690	3.00	.00	3.00	2022-12-20 00:00:00.000
9	18	2022-12-27 00:00:00.000	3	424	49.6965	149.0895	3.00	.00	3.00	2022-12-20 00:00:00.000
9	19	2022-12-27 00:00:00.000	3	425	45.4230	136.2690	3.00	.00	3.00	2022-12-20 00:00:00.000
9	20	2022-12-27 00:00:00.000	3	426	43.3230	129.9690	3.00	.00	3.00	2022-12-20 00:00:00.000
10	21	2022-12-27 00:00:00.000	3	320	47.4705	142.4115	3.00	.00	3.00	2022-12-20 00:00:00.000
10	22	2022-12-27 00:00:00.000	3	321	42.7980	128.3940	3.00	.00	3.00	2022-12-20 00:00:00.000
10	23	2022-12-27 00:00:00.000	60	322	25.4205	1525.2300	60.00	.00	60.00	2022-12-20 00:00:00.000
11	24	2022-12-27 00:00:00.000	3	438	41.2230	123.6690	3.00	.00	3.00	2022-12-20 00:00:00.000
11	25	2022-12-27 00:00:00.000	3	439	45.4965	136.4895	3.00	.00	3.00	2022-12-20 00:00:00.000
11	26	2022-12-27 00:00:00.000	3	440	41.2230	123.6690	3.00	.00	3.00	2022-12-20 00:00:00.000
11	27	2022-12-27 00:00:00.000	3	441	39.1230	117.3690	3.00	.00	3.00	2022-12-20 00:00:00.000
12	28	2022-12-27 00:00:00.000	550	941	62.9895	34644.2250	550.00	82.00	468.00	2022-12-20 00:00:00.000
13	29	2022-12-27 00:00:00.000	3	320	45.3705	136.1115	3.00	.00	3.00	2022-12-20 00:00:00.000
13	30	2022-12-27 00:00:00.000	3	321	40.4880	121.4640	3.00	.00	3.00	2022-12-20 00:00:00.000
13	31	2022-12-27 00:00:00.000	60	322	26.3655	1581.9300	60.00	.00	60.00	2022-12-20 00:00:00.000
14	32	2022-12-27 00:00:00.000	3	504	48.7620	146.2860	3.00	3.00	.00	2022-12-20 00:00:00.000
15	33	2022-12-27 00:00:00.000	3	497	34.1880	102.5640	3.00	.00	3.00	2022-12-20 00:00:00.000
16	34	2022-12-27 00:00:00.000	3	323	50.2635	150.7905	3.00	.00	3.00	2022-12-20 00:00:00.000
17	35	2022-12-28 00:00:00.000	550	523	10.7310	5902.0500	550.00	.00	550.00	2022-12-21 00:00:00.000
17	36	2022-12-28 00:00:00.000	550	524	14.1225	7767.3750	550.00	.00	550.00	2022-12-21 00:00:00.000
18	37	2022-12-28 00:00:00.000	60	492	50.2635	3015.8100	60.00	.00	60.00	2022-12-21 00:00:00.000
18	38	2022-12-28 00:00:00.000	60	493	57.1515	3429.0900	60.00	.00	60.00	2022-12-21 00:00:00.000
18	39	2022-12-28 00:00:00.000	60	494	53.2035	3192.2100	60.00	.00	60.00	2022-12-21 00:00:00.000
18	40	2022-12-28 00:00:00.000	60	495	63.6930	3821.5800	60.00	.00	60.00	2022-12-21 00:00:00.000
18	41	2022-12-28 00:00:00.000	60	496	48.9090	2934.5400	60.00	.00	60.00	2022-12-21 00:00:00.000
19	42	2022-12-28 00:00:00.000	550	908	21.0945	11601.9750	550.00	.00	550.00	2022-12-21 00:00:00.000
19	43	2022-12-28 00:00:00.000	550	909	30.4395	16741.7250	550.00	.00	550.00	2022-12-21 00:00:00.000
19	44	2022-12-28 00:00:00.000	550	910	40.9395	22516.7250	550.00	.00	550.00	2022-12-21 00:00:00.000
19	45	2022-12-28 00:00:00.000	550	911	21.0945	11601.9750	550.00	.00	550.00	2022-12-21 00:00:00.000
19	46	2022-12-28 00:00:00.000	550	912	30.4395	16741.7250	550.00	.00	550.00	2022-12-21 00:00:00.000
20	47	2022-12-28 00:00:00.000	60	506	9.1980	551.8800	60.00	.00	60.00	2022-12-21 00:00:00.000
21	48	2022-12-28 00:00:00.000	550	351	5.7750	3176.2500	550.00	.00	550.00	2022-12-21 00:00:00.000
21	49	2022-12-28 00:00:00.000	550	352	1.1550	635.2500	550.00	.00	550.00	2022-12-21 00:00:00.000
21	50	2022-12-28 00:00:00.000	550	679	5.7750	3176.2500	550.00	27.00	523.00	2022-12-21 00:00:00.000
22	51	2022-12-28 00:00:00.000	550	507	23.3940	12866.7000	550.00	82.00	468.00	2022-12-21 00:00:00.000
22	52	2022-12-28 00:00:00.000	550	508	27.6465	15205.5750	550.00	.00	550.00	2022-12-21 00:00:00.000
23	53	2022-12-28 00:00:00.000	550	355	1.3650	750.7500	550.00	.00	550.00	2022-12-21 00:00:00.000
23	54	2022-12-28 00:00:00.000	550	940	62.9895	34644.2250	550.00	.00	550.00	2022-12-21 00:00:00.000
23	55	2022-12-28 00:00:00.000	550	535	3.4860	1917.3000	550.00	.00	550.00	2022-12-21 00:00:00.000
24	56	2022-12-28 00:00:00.000	550	351	6.1950	3407.2500	550.00	550.00	.00	2022-12-21 00:00:00.000
24	57	2022-12-28 00:00:00.000	550	352	1.4700	808.5000	550.00	550.00	.00	2022-12-21 00:00:00.000
25	58	2022-12-28 00:00:00.000	550	507	22.1655	12191.0250	550.00	.00	550.00	2022-12-21 00:00:00.000
25	59	2022-12-28 00:00:00.000	550	508	29.2845	16106.4750	523.00	.00	523.00	2022-12-21 00:00:00.000
26	60	2022-12-28 00:00:00.000	3	491	19.9815	59.9445	3.00	.00	3.00	2022-12-21 00:00:00.000
27	61	2022-12-28 00:00:00.000	3	341	41.1705	123.5115	3.00	.00	3.00	2022-12-21 00:00:00.000
27	62	2022-12-28 00:00:00.000	3	342	39.0705	117.2115	3.00	.00	3.00	2022-12-21 00:00:00.000
27	63	2022-12-28 00:00:00.000	3	343	43.3440	130.0320	3.00	.00	3.00	2022-12-21 00:00:00.000
27	64	2022-12-28 00:00:00.000	3	344	39.0705	117.2115	3.00	.00	3.00	2022-12-21 00:00:00.000
27	65	2022-12-28 00:00:00.000	3	345	36.9705	110.9115	3.00	.00	3.00	2022-12-21 00:00:00.000
27	66	2022-12-28 00:00:00.000	3	346	41.2440	123.7320	3.00	.00	3.00	2022-12-21 00:00:00.000
28	67	2022-12-28 00:00:00.000	550	935	31.4895	17319.2250	550.00	.00	550.00	2022-12-21 00:00:00.000
28	68	2022-12-28 00:00:00.000	550	936	48.2895	26559.2250	550.00	.00	550.00	2022-12-21 00:00:00.000
29	69	2023-01-21 00:00:00.000	3	375	43.3440	130.0320	3.00	.00	3.00	2023-01-14 00:00:00.000
29	70	2023-01-21 00:00:00.000	3	376	39.0705	117.2115	3.00	.00	3.00	2023-01-14 00:00:00.000
29	71	2023-01-21 00:00:00.000	3	377	36.9705	110.9115	3.00	.00	3.00	2023-01-14 00:00:00.000
29	72	2023-01-21 00:00:00.000	3	378	41.2440	123.7320	3.00	.00	3.00	2023-01-14 00:00:00.000
29	73	2023-01-21 00:00:00.000	3	379	36.9705	110.9115	3.00	.00	3.00	2023-01-14 00:00:00.000
30	74	2023-01-21 00:00:00.000	550	476	15.8865	8737.5750	550.00	.00	550.00	2023-01-14 00:00:00.000
30	75	2023-01-21 00:00:00.000	550	477	11.6655	6416.0250	550.00	55.00	495.00	2023-01-14 00:00:00.000
30	76	2023-01-21 00:00:00.000	550	478	11.0880	6098.4000	550.00	.00	550.00	2023-01-14 00:00:00.000
31	77	2023-01-21 00:00:00.000	3	402	47.4705	142.4115	3.00	.00	3.00	2023-01-14 00:00:00.000
32	78	2023-01-21 00:00:00.000	550	510	23.0790	12693.4500	550.00	82.00	468.00	2023-01-14 00:00:00.000
32	79	2023-01-21 00:00:00.000	550	511	29.2740	16100.7000	550.00	.00	550.00	2023-01-14 00:00:00.000
33	80	2023-01-29 00:00:00.000	3	403	45.3705	136.1115	3.00	.00	3.00	2023-01-22 00:00:00.000
33	81	2023-01-29 00:00:00.000	3	404	49.6440	148.9320	3.00	.00	3.00	2023-01-22 00:00:00.000
33	82	2023-01-29 00:00:00.000	3	405	45.3705	136.1115	3.00	.00	3.00	2023-01-22 00:00:00.000
34	83	2023-01-29 00:00:00.000	550	525	2.3205	1276.2750	550.00	550.00	.00	2023-01-22 00:00:00.000
35	84	2023-01-29 00:00:00.000	550	526	3.6435	2003.9250	550.00	.00	550.00	2023-01-22 00:00:00.000
36	85	2023-01-29 00:00:00.000	550	908	21.0945	11601.9750	468.00	.00	468.00	2023-01-22 00:00:00.000
36	86	2023-01-29 00:00:00.000	550	909	30.4395	16741.7250	550.00	.00	550.00	2023-01-22 00:00:00.000
36	87	2023-01-29 00:00:00.000	550	913	40.9395	22516.7250	550.00	.00	550.00	2023-01-22 00:00:00.000
37	88	2023-01-29 00:00:00.000	60	356	3.6015	216.0900	60.00	.00	60.00	2023-01-22 00:00:00.000
37	89	2023-01-29 00:00:00.000	60	357	3.9795	238.7700	60.00	.00	60.00	2023-01-22 00:00:00.000
38	90	2023-01-29 00:00:00.000	550	935	31.4895	17319.2250	550.00	.00	550.00	2023-01-22 00:00:00.000
38	91	2023-01-29 00:00:00.000	550	936	48.2895	26559.2250	550.00	.00	550.00	2023-01-22 00:00:00.000
39	92	2023-01-29 00:00:00.000	550	524	12.9675	7132.1250	550.00	.00	550.00	2023-01-22 00:00:00.000
40	93	2023-01-29 00:00:00.000	550	911	21.0945	11601.9750	550.00	.00	550.00	2023-01-22 00:00:00.000
40	94	2023-01-29 00:00:00.000	550	912	30.4395	16741.7250	550.00	55.00	495.00	2023-01-22 00:00:00.000
41	95	2023-01-29 00:00:00.000	550	910	40.9395	22516.7250	550.00	.00	550.00	2023-01-22 00:00:00.000
42	96	2023-01-29 00:00:00.000	550	937	62.9895	34644.2250	550.00	82.00	468.00	2023-01-22 00:00:00.000
43	97	2023-01-29 00:00:00.000	3	463	47.5230	142.5690	3.00	.00	3.00	2023-01-22 00:00:00.000
43	98	2023-01-29 00:00:00.000	3	464	45.4230	136.2690	3.00	.00	3.00	2023-01-22 00:00:00.000
43	99	2023-01-29 00:00:00.000	3	465	49.6965	149.0895	3.00	.00	3.00	2023-01-22 00:00:00.000
44	100	2023-01-29 00:00:00.000	3	462	47.6805	143.0415	3.00	3.00	.00	2023-01-22 00:00:00.000
45	101	2023-01-29 00:00:00.000	550	510	23.4045	12872.4750	550.00	.00	550.00	2023-01-22 00:00:00.000
45	102	2023-01-29 00:00:00.000	550	511	27.8670	15326.8500	523.00	.00	523.00	2023-01-22 00:00:00.000
46	103	2023-01-29 00:00:00.000	550	527	6.7515	3713.3250	468.00	.00	468.00	2023-01-22 00:00:00.000
47	104	2023-01-29 00:00:00.000	550	938	31.4895	17319.2250	550.00	.00	550.00	2023-01-22 00:00:00.000
47	105	2023-01-29 00:00:00.000	550	939	48.2895	26559.2250	550.00	.00	550.00	2023-01-22 00:00:00.000
47	106	2023-01-29 00:00:00.000	550	509	36.2775	19952.6250	550.00	.00	550.00	2023-01-22 00:00:00.000
48	107	2023-01-29 00:00:00.000	60	492	50.7465	3044.7900	60.00	.00	60.00	2023-01-22 00:00:00.000
48	108	2023-01-29 00:00:00.000	60	493	58.2645	3495.8700	60.00	.00	60.00	2023-01-22 00:00:00.000
48	109	2023-01-29 00:00:00.000	60	494	50.7465	3044.7900	60.00	.00	60.00	2023-01-22 00:00:00.000
48	110	2023-01-29 00:00:00.000	60	495	62.9265	3775.5900	60.00	.00	60.00	2023-01-22 00:00:00.000
48	111	2023-01-29 00:00:00.000	60	496	49.6545	2979.2700	60.00	.00	60.00	2023-01-22 00:00:00.000
49	112	2023-02-02 00:00:00.000	550	523	10.3845	5711.4750	550.00	.00	550.00	2023-01-26 00:00:00.000
50	113	2023-02-02 00:00:00.000	3	422	47.6805	143.0415	3.00	.00	3.00	2023-01-26 00:00:00.000
50	114	2023-02-02 00:00:00.000	3	423	45.5805	136.7415	3.00	.00	3.00	2023-01-26 00:00:00.000
50	115	2023-02-02 00:00:00.000	3	424	49.8540	149.5620	3.00	.00	3.00	2023-01-26 00:00:00.000
51	116	2023-02-02 00:00:00.000	3	490	12.7155	38.1465	3.00	.00	3.00	2023-01-26 00:00:00.000
51	117	2023-02-02 00:00:00.000	3	491	19.9395	59.8185	3.00	.00	3.00	2023-01-26 00:00:00.000
52	118	2023-02-02 00:00:00.000	3	528	38.1570	114.4710	3.00	.00	3.00	2023-01-26 00:00:00.000
53	119	2023-02-06 00:00:00.000	3	505	44.2155	132.6465	3.00	.00	3.00	2023-01-30 00:00:00.000
54	120	2023-02-06 00:00:00.000	550	938	31.4895	17319.2250	550.00	550.00	.00	2023-01-30 00:00:00.000
54	121	2023-02-06 00:00:00.000	550	939	48.2895	26559.2250	550.00	550.00	.00	2023-01-30 00:00:00.000
55	122	2023-02-06 00:00:00.000	60	358	6.9825	418.9500	60.00	.00	60.00	2023-01-30 00:00:00.000
56	123	2023-02-06 00:00:00.000	3	375	43.2705	129.8115	3.00	.00	3.00	2023-01-30 00:00:00.000
56	124	2023-02-06 00:00:00.000	3	376	47.5440	142.6320	3.00	.00	3.00	2023-01-30 00:00:00.000
56	125	2023-02-06 00:00:00.000	3	377	43.2705	129.8115	3.00	.00	3.00	2023-01-30 00:00:00.000
56	126	2023-02-06 00:00:00.000	3	378	41.1705	123.5115	3.00	.00	3.00	2023-01-30 00:00:00.000
57	127	2023-02-06 00:00:00.000	60	356	3.3810	202.8600	60.00	.00	60.00	2023-01-30 00:00:00.000
57	128	2023-02-06 00:00:00.000	60	357	4.3155	258.9300	60.00	.00	60.00	2023-01-30 00:00:00.000
58	129	2023-02-06 00:00:00.000	3	375	43.2705	129.8115	3.00	.00	3.00	2023-01-30 00:00:00.000
58	130	2023-02-06 00:00:00.000	3	376	41.1705	123.5115	3.00	.00	3.00	2023-01-30 00:00:00.000
58	131	2023-02-06 00:00:00.000	3	377	45.4440	136.3320	3.00	.00	3.00	2023-01-30 00:00:00.000
58	132	2023-02-06 00:00:00.000	3	378	41.1705	123.5115	3.00	.00	3.00	2023-01-30 00:00:00.000
58	133	2023-02-06 00:00:00.000	3	379	39.0705	117.2115	3.00	.00	3.00	2023-01-30 00:00:00.000
59	134	2023-02-06 00:00:00.000	3	490	12.3585	37.0755	3.00	.00	3.00	2023-01-30 00:00:00.000
60	135	2023-02-06 00:00:00.000	550	513	39.1965	21558.0750	550.00	.00	550.00	2023-01-30 00:00:00.000
61	136	2023-02-06 00:00:00.000	3	403	45.4440	136.3320	3.00	.00	3.00	2023-01-30 00:00:00.000
61	137	2023-02-06 00:00:00.000	3	404	41.1705	123.5115	3.00	.00	3.00	2023-01-30 00:00:00.000
61	138	2023-02-06 00:00:00.000	3	405	39.0705	117.2115	3.00	.00	3.00	2023-01-30 00:00:00.000
61	139	2023-02-06 00:00:00.000	3	406	43.3440	130.0320	3.00	.00	3.00	2023-01-30 00:00:00.000
62	140	2023-02-06 00:00:00.000	550	931	34.8705	19178.7750	550.00	82.00	468.00	2023-01-30 00:00:00.000
62	141	2023-02-06 00:00:00.000	550	932	39.7635	21869.9250	550.00	.00	550.00	2023-01-30 00:00:00.000
63	142	2023-02-06 00:00:00.000	3	422	47.6805	143.0415	3.00	.00	3.00	2023-01-30 00:00:00.000
63	143	2023-02-06 00:00:00.000	3	423	45.5805	136.7415	3.00	.00	3.00	2023-01-30 00:00:00.000
63	144	2023-02-06 00:00:00.000	3	424	49.8540	149.5620	3.00	.00	3.00	2023-01-30 00:00:00.000
64	145	2023-02-06 00:00:00.000	3	341	47.5755	142.7265	3.00	3.00	.00	2023-01-30 00:00:00.000
64	146	2023-02-06 00:00:00.000	3	342	45.4755	136.4265	3.00	3.00	.00	2023-01-30 00:00:00.000
65	147	2023-02-06 00:00:00.000	550	931	34.3455	18890.0250	550.00	.00	550.00	2023-01-30 00:00:00.000
