707	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	12.0278	2023-05-29 00:00:00.000
707	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	13.8782	2024-05-28 00:00:00.000
707	2024-05-29 00:00:00.000		13.0863	2024-05-15 00:00:00.000
708	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	12.0278	2023-05-29 00:00:00.000
708	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	13.8782	2024-05-28 00:00:00.000
708	2024-05-29 00:00:00.000		13.0863	2024-05-15 00:00:00.000
709	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	3.3963	2023-05-29 00:00:00.000
710	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	3.3963	2023-05-29 00:00:00.000
711	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	12.0278	2023-05-29 00:00:00.000
711	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	13.8782	2024-05-28 00:00:00.000
711	2024-05-29 00:00:00.000		13.0863	2024-05-15 00:00:00.000
712	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	5.7052	2023-05-29 00:00:00.000
712	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	5.2297	2024-05-28 00:00:00.000
712	2024-05-29 00:00:00.000		6.9223	2024-05-15 00:00:00.000
713	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	31.7244	2023-05-29 00:00:00.000
713	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	29.0807	2024-05-28 00:00:00.000
713	2024-05-29 00:00:00.000		38.4923	2024-05-15 00:00:00.000
714	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	31.7244	2023-05-29 00:00:00.000
714	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	29.0807	2024-05-28 00:00:00.000
714	2024-05-29 00:00:00.000		38.4923	2024-05-15 00:00:00.000
715	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	31.7244	2023-05-29 00:00:00.000
715	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	29.0807	2024-05-28 00:00:00.000
715	2024-05-29 00:00:00.000		38.4923	2024-05-15 00:00:00.000
716	2022-05-30 00:00:00.000	2023-05-29 00:00:00.000	31.7244	2023-05-29 00:00:00.000
716	2023-05-30 00:00:00.000	2024-05-28 00:00:00.000	29.0807	2024-05-28 00:00:00.000
