293	17038	2024-07-30 00:00:00.000
295	15369	2022-07-31 00:00:00.000
297	8010	2022-07-31 00:00:00.000
299	5316	2024-07-30 00:00:00.000
301	6653	2022-05-30 00:00:00.000
303	9010	2023-07-31 00:00:00.000
305	8937	2022-05-30 00:00:00.000
307	16124	2023-10-30 00:00:00.000
309	9478	2022-06-30 00:00:00.000
311	17600	2022-07-31 00:00:00.000
313	1970	2024-06-29 00:00:00.000
315	8274	2024-07-30 00:00:00.000
317	13045	2022-05-30 00:00:00.000
319	13601	2022-07-31 00:00:00.000
323	5958	2023-07-31 00:00:00.000
325	10709	2023-05-30 00:00:00.000
327	126	2024-07-30 00:00:00.000
329	6626	2024-05-29 00:00:00.000
331	14963	2023-06-30 00:00:00.000
333	18100	2022-07-31 00:00:00.000
335	12823	2024-03-29 00:00:00.000
337	11434	2024-06-29 00:00:00.000
339	13160	2022-06-30 00:00:00.000
341	3787	2022-10-30 00:00:00.000
343	8979	2022-06-30 00:00:00.000
345	14729	2022-06-30 00:00:00.000
347	6264	2022-06-30 00:00:00.000
349	2273	2024-07-30 00:00:00.000
351	18154	2023-06-30 00:00:00.000
353	18257	2024-07-30 00:00:00.000
355	14184	2022-06-30 00:00:00.000
357	11472	2024-06-29 00:00:00.000
359	10785	2024-06-29 00:00:00.000
361	4215	2022-07-31 00:00:00.000
363	2396	2024-06-29 00:00:00.000
365	4983	2023-05-30 00:00:00.000
367	1660	2022-06-30 00:00:00.000
369	17861	2022-06-30 00:00:00.000
371	15321	2022-06-30 00:00:00.000
373	3756	2024-06-29 00:00:00.000
375	14486	2022-07-31 00:00:00.000
377	16441	2024-06-29 00:00:00.000
379	10338	2024-07-30 00:00:00.000
381	4173	2023-07-31 00:00:00.000
383	18570	2024-07-30 00:00:00.000
385	9102	2023-07-31 00:00:00.000
387	626	2022-10-30 00:00:00.000
389	5409	2023-08-30 00:00:00.000
391	2337	2022-05-30 00:00:00.000
393	5262	2024-07-30 00:00:00.000
397	6272	2023-07-31 00:00:00.000
405	11945	2023-10-30 00:00:00.000
407	14938	2024-07-30 00:00:00.000
409	6306	2024-06-29 00:00:00.000
411	181	2022-06-30 00:00:00.000
413	17315	2023-06-30 00:00:00.000
417	13667	2022-09-30 00:00:00.000
419	12491	2024-06-29 00:00:00.000
421	18295	2023-06-30 00:00:00.000
427	12189	2023-06-30 00:00:00.000
429	16173	2024-02-28 00:00:00.000
431	10057	2023-07-31 00:00:00.000
435	10187	2024-06-29 00:00:00.000
437	5528	2022-06-30 00:00:00.000
439	7083	2022-05-30 00:00:00.000
441	12492	2024-07-30 00:00:00.000
443	7657	2024-07-30 00:00:00.000
445	1977	2024-07-30 00:00:00.000
449	9647	2024-07-30 00:00:00.000
451	1684	2022-09-30 00:00:00.000
453	1163	2022-09-30 00:00:00.000
455	11087	2024-06-29 00:00:00.000
463	3513	2024-07-30 00:00:00.000
465	11282	2022-06-30 00:00:00.000
471	14489	2023-07-31 00:00:00.000
473	9772	2023-06-30 00:00:00.000
475	7777	2024-06-29 00:00:00.000
477	7293	2022-07-31 00:00:00.000
479	14814	2024-07-30 00:00:00.000
481	10832	2024-06-29 00:00:00.000
483	4322	2022-05-30 00:00:00.000
487	18017	2022-05-30 00:00:00.000
489	7527	2024-06-29 00:00:00.000
491	9458	2023-07-31 00:00:00.000
493	13917	2022-06-30 00:00:00.000
495	242	2022-05-30 00:00:00.000
497	14363	2022-06-30 00:00:00.000
501	17699	2024-07-30 00:00:00.000
503	8394	2023-07-31 00:00:00.000
505	3490	2023-07-31 00:00:00.000
507	12316	2024-06-29 00:00:00.000
509	6442	2023-07-31 00:00:00.000
511	319	2022-07-31 00:00:00.000
513	6920	2024-08-29 00:00:00.000
515	12857	2023-07-31 00:00:00.000
517	15232	2022-05-30 00:00:00.000
519	4524	2022-07-31 00:00:00.000
521	1359	2022-06-30 00:00:00.000
523	4789	2022-09-30 00:00:00.000
525	1803	2023-07-31 00:00:00.000
527	972	2022-09-30 00:00:00.000
531	16467	2024-06-29 00:00:00.000
533	1906	2023-05-30 00:00:00.000
535	15842	2022-09-30 00:00:00.000
537	17164	2024-05-29 00:00:00.000
539	1308	2023-06-30 00:00:00.000
541	3392	2024-05-29 00:00:00.000
543	17368	2022-07-31 00:00:00.000
545	8522	2023-06-30 00:00:00.000
547	6340	2023-05-30 00:00:00.000
549	16065	2024-05-29 00:00:00.000
551	19204	2022-05-30 00:00:00.000
553	15195	2024-06-29 00:00:00.000
555	15487	2023-06-30 00:00:00.000
557	4052	2023-05-30 00:00:00.000
559	2741	2023-07-31 00:00:00.000
561	3318	2023-06-30 00:00:00.000
563	11110	2024-05-29 00:00:00.000
565	17281	2024-07-30 00:00:00.000
567	18868	2023-05-30 00:00:00.000
569	16021	2023-05-30 00:00:00.000
573	14612	2022-05-30 00:00:00.000
577	4727	2024-07-30 00:00:00.000
579	15924	2024-06-29 00:00:00.000
581	17540	2024-06-29 00:00:00.000
583	3235	2022-05-30 00:00:00.000
585	5758	2022-09-30 00:00:00.000
587	13536	2024-07-30 00:00:00.000
589	18717	2023-05-30 00:00:00.000
591	1566	2022-05-30 00:00:00.000
595	12715	2024-06-29 00:00:00.000
597	17277	2023-06-30 00:00:00.000
599	10270	2022-06-30 00:00:00.000
601	17923	2023-06-30 00:00:00.000
603	553	2023-06-30 00:00:00.000
607	5577	2022-06-30 00:00:00.000
609	5514	2023-09-30 00:00:00.000
611	7829	2022-07-31 00:00:00.000
613	17308	2024-05-29 00:00:00.000
615	204	2022-06-30 00:00:00.000
617	2602	2024-07-30 00:00:00.000
619	6863	2023-09-30 00:00:00.000
621	15954	2023-06-30 00:00:00.000
623	10502	2024-07-30 00:00:00.000
625	11580	2024-07-30 00:00:00.000
627	5589	2023-06-30 00:00:00.000
629	3764	2024-05-29 00:00:00.000
631	13278	2022-07-31 00:00:00.000
633	13923	2023-06-30 00:00:00.000
635	2847	2024-05-29 00:00:00.000
637	2270	2023-07-31 00:00:00.000
639	2604	2023-05-30 00:00:00.000
641	5164	2022-07-31 00:00:00.000
643	18460	2024-07-30 00:00:00.000
647	4357	2022-07-31 00:00:00.000
649	5751	2023-06-30 00:00:00.000
651	4830	2024-05-29 00:00:00.000
653	7600	2022-07-31 00:00:00.000
655	16192	2024-06-29 00:00:00.000
657	6468	2023-07-31 00:00:00.000
659	9961	2024-07-30 00:00:00.000
661	13054	2022-05-30 00:00:00.000
663	17774	2023-05-30 00:00:00.000
665	16805	2024-05-29 00:00:00.000
667	778	2022-07-31 00:00:00.000
669	14842	2024-05-29 00:00:00.000
671	19154	2022-07-31 00:00:00.000
675	230	2024-07-30 00:00:00.000
681	12529	2024-07-30 00:00:00.000
683	14497	2023-05-30 00:00:00.000
685	14064	2022-07-31 00:00:00.000
687	8342	2024-05-29 00:00:00.000
689	15364	2024-06-29 00:00:00.000
691	1912	2023-05-30 00:00:00.000
693	17935	2022-07-31 00:00:00.000
695	18328	2024-07-30 00:00:00.000
697	5301	2022-05-30 00:00:00.000
699	10526	2023-06-30 00:00:00.000
701	15282	2023-07-31 00:00:00.000
703	7167	2022-06-30 00:00:00.000
705	11274	2024-06-29 00:00:00.000
707	7832	2024-06-29 00:00:00.000
709	14371	2023-06-30 00:00:00.000
713	16871	2022-09-30 00:00:00.000
715	12135	2022-10-30 00:00:00.000
717	16939	2024-05-29 00:00:00.000
719	18908	2024-05-29 00:00:00.000
721	5618	2022-05-30 00:00:00.000
723	18407	2022-07-31 00:00:00.000
725	17073	2022-10-30 00:00:00.000
727	18323	2022-06-30 00:00:00.000
729	14261	2024-07-30 00:00:00.000
731	12554	2023-06-30 00:00:00.000
733	15829	2023-07-31 00:00:00.000
735	1039	2024-05-29 00:00:00.000
737	18049	2022-06-30 00:00:00.000
739	17658	2022-07-31 00:00:00.000
741	18502	2022-08-30 00:00:00.000
743	10336	2023-05-30 00:00:00.000
745	3827	2023-06-30 00:00:00.000
751	17669	2022-07-31 00:00:00.000
753	7092	2022-07-31 00:00:00.000
757	10553	2024-07-30 00:00:00.000
759	11781	2022-06-30 00:00:00.000
761	3070	2023-05-30 00:00:00.000
763	7392	2022-07-31 00:00:00.000
765	15443	2023-06-30 00:00:00.000
767	923	2023-05-30 00:00:00.000
769	11046	2024-05-29 00:00:00.000
771	4931	2024-05-29 00:00:00.000
773	5824	2024-07-30 00:00:00.000
775	11080	2023-07-31 00:00:00.000
777	11201	2023-04-30 00:00:00.000
779	11745	2022-06-30 00:00:00.000
781	10064	2023-06-30 00:00:00.000
783	9628	2024-07-30 00:00:00.000
